;blub;voluptuousness;
;fagazine;magazine;
;faggot marriage;marriage;
;faggot marriages;marriages;
;faggotface;;
;faggotier;;
;faggotiest;;
;faggotism;;
;faggotly;;
;faggotness;gayness;
;faggoty;gay;
;faggy;gay;
;faglet;young gay man;
;faglets;young gay men;
;faglets';young gay men's;
;fagling;young gay man;
;faglings;young gay men;
;faglings';young gay men's;
;faglord;gay man;
;faglords;gay men;
;faglords';gay men's;
;fagness;gayness;
;knob jockey;gay man;
;knob jockeys;gay men;
;knob jockeys';gay men's;
;rug muncher;lesbian;
;San Fagcisco;San Francisco;
;cum dumpster;;
;dick sucking;fellatio;
;jailbait;minor;
;pimply;teenaged;
;snot nosed;inexperienced;
;coffin dodger;aged person;
;coffin dodgers;aged people;
;coffin dodgers';aged people's;
;crone;elderly woman;
;crones;elderly women;
;crones';elderly women's;
;hag;elderly woman;
;hag's;elderly woman's;
;hags;elderly women;
;hags';elderly women's;
;over-the-hill;aged person;
;over-the-hills;aged people;
;over-the-hills';aged people's;
;noob;beginner;
;noobs;beginners;
;noob's;beginner's;
;noobs';beginners';
;n00b;beginner;
;biatch;female dog;
;biatches;female dogs;
;biaatch;female dog;
;biaatches;female dogs;
;bish;female dog;
;bish's;female dog's;
;bishes;female dogs;
;bishes';female dogs';
;bitch;female dog;
;bitches;female dogs;
;bitchiness;unpleasantness;
;bitchs';female dogs';
;bitchy;unnecessarily critical;
;bollocks;testicles;
;cuck;not chauvinist;
;cum bucket;;
;cumbucket;;
;cumdumpster;;
;cumslut;;
;cunt;vulva;
;cunt's;vulva's;
;cunts;vulvas;
;cunts';vulvas';
;feminazi;feminist;
;feminazies;feminists;
;floozies;sexually active women;
;floozies';sexually Active women's;
;floozy;sexually active woman;
;frump;uninterested in fashion;
;frump's;uninterested in fashion;
;frumps;uninterested in fashion;
;frumps';uninterested in fashion;
;fuckboi;inconsiderate man;
;fuckbois;inconsiderate men;
;fuckbois';inconsiderate men's;
;fuckboy;inconsiderate man;
;fuckboys;inconsiderate men;
;fuckboys';inconsiderate men's;
;fugly;not traditionally beautiful;
;golddigger;opportunist;
;golddigger's;opportunist's;
;goldiggers;opportunists;
;goldiggers';opportunists';
;hoe;sexually active woman;
;hoe's;sexually active woman's;
;hoebag;sexually active woman;
;hoebags;sexually active women;
;hoebags';sexually active women's;
;hoes;sexually active women;
;hoes';sexually active women's;
;hooker;sex worker;
;hussy;sexually active woman;
;hussies;sexually active women;
;hussies';sexually active women's;
;mannish;androgynous;
;man whore;sex worker;
;minge;vulva;
;minger;;
;mingers;;
;mingers';;
;nympho;highly sexually active;
;nymphos;highly sexually active;
;nympho's;highly sexually active;
;nymphos';highly sexually active;
;porny;highly sexual;
;pretty-boy;androgynous;
;pretty-boys;adrogynoys people;
;pretty-boys';androgynous people's;
;prude;conservative;
;pussy;sensitive;
;pussies;sensitive people;
;pussies';sensitive people's;
;simp;considerate;
;simp's;considerate person's;
;simps;considerate people;
;simps';considerate people's;
;sissies;sensitive people;
;sissies';sensitive people's;
;sissy;sensitive person;
;skank;;
;skank-ass;;
;skanks;;
;skanky;unkempt;
;slut;sexually active woman;
;slut's;sexually active woman's;
;slutbag;sexually active woman;
;slutbags;sexually active women;
;slutbags';sexually active women's;
;sluts;sexually active women;
;sluts';sexually active women's;
;slutty;sexually active;
;tarty;sexually active;
;thot;sexually active woman;
;thot's;sexually active woman's;
;thots;sexually active women;
;thots';sexually active women's;
;trampy;sexually active woman;
;whore;sex worker;
;whorish;;
;whory;;
;twat;vulva;
;twat's;vulva's;
;twats;vulvas;
;twats';vulvas';
;cock in a frock;transgender person;
;trannyism;transgender;
;trans-testicle;transgender;
;trans-sexual;transgender;
;trans-sexuals;transgender people;
;transsexual;transgender;
;transsexuals;transgender people;
;bit of skirt;woman;
;he-bitch;transgender;
;he-she;transgender;
;she-he;transgender;
;loner;self-sufficient;
;berk;silly;
;berk's;silly person's;
;berks;silly people;
;berks';silly people's;
;bogan;uncouth;
;bogan's;uncouth person's;
;bogans;uncouth people;
;bogans';uncouth people's;
;chav;working class youth;
;chav's;working class youth's;
;chavs;working class youths;
;chavs';working class youths';
;chavvy;working class;
;deadbeat;passive;
;deadbeat's;passive person's;
;deadbeats;passive people;
;deadbeats';passive people's;
;dim-wit;silly;
;dim-wits;sillies;
;dim-wits';sillies';
;dimwit;silly;
;dimwits;sillies;
;dimwits';sillies';
;dim-witted;silly;
;dimwitted;silly;
;dirtbag;ill-mannered;
;dirtbags;ill-mannered people;
;dirtbag's;ill-mannered person's;
;dirtbags';ill-mannered people's;
;dullard;silly;
;dullard's;silly person's;
;dullards;silly people;
;dullards';silly people's;
;freeloader;passive;
;freeloader's;passive person's;
;freeloaders;passive people;
;freeloaders';passive people's;
;freeloading;passive;
;hick;uneducated;
;hick's;uneducated person's;
;hicks;uneducated people;
;hicks';uneducated people's;
;layabout;passive;
;layabout's;passive person's;
;layabouts;passive people;
;layabouts';passive people's;
;lout;ill-mannered;
;lout's;ill-mannered person's;
;louts;ill-mannered people;
;louts';ill-mannered people's;
;lowlife;disreputable;
;lowlife's;disreputable person's;
;lowlifes;disreputable people;
;lowlifes';disreputable people's;
;mooch;be passive;
;moocher;passive;
;moocher's;passive person's;
;moochers;passive people;
;moochers';passive people's;
;mooching;being passive;
;oik;uncouth;
;oik's;uncouth person;
;oiks;uncouth people;
;oiks';uncouth people's;
;peckerwood;uneducated;
;peckerwood's;uneducated person's;
;peckerwoods;uneducated people;
;peckerwoods';uneducated people's;
;piggish;unpleasant;
;pikey;traveller;
;pleb;working-class;
;pleb's;working-class person's;
;plebs;working class people;
;plebs';working class people's;
;prole;working-class;
;prole's;working-class person's;
;proles;working class people;
;proles';working class people's;
;scrounger;of limited means;
;scrounger's;of limited means;
;scroungers;of limited means;
;scroungers';of limited means;
;simple-minded;silly;
;skive;passive;
;skiver;passive person;
;skivers;passive people;
;skivers';passive people's;
;slacker;passive;
;slacker's;passive person's;
;slackers;passive people;
;slackers';passive people's;
;slob;passive;
;slob's;passive person's;
;slobby;passive;
;slobs;passive people;
;slobs';passive people's;
;slothful;passive;
;slow-witted;silly;
;sponger;of limited means;
;sponger's;of limited means;
;spongers;of limited means;
;spongers';of limited means;
;wastrel;passive;
;wastrel's;passive person's;
;wastrels;passive people;
;wastrels';passive people's;
;witless;silly;
;yob;uncultured;
;yob's;uncultured person's;
;yobbish;uncultured;
;yobbo;uncultured;
;yobbo's;uncultured person's;
;yobbos;uncultured people;
;yobbos';uncultured people's;
;yobs;uncultured people;
;yobs';uncultured people's;
;trailer trash;of limited means;
;welfare queen;of limited means;
;welfare queens;of limited means;
;welfare queen's;of limited means;
;welfare queens';of limited means;
;plebby;working class;
;scum;;
;junkie;person with addiction;
;gold digger;opportunist;
;bum;;
;low-life;;
;low life;;
;favela monkey;;
;white trash;;
;arse;;
;arse's;;
;arses;;
;arses';;
;arse licker;;
;arse licking;;
;arsekissing;;
;arse kissing;;
;arse kisser;;
;arseface;;
;arsehole;;
;ass;;
;ass's;;
;asses;;
;asses';;
;assclown;;
;assface;;
;asshole;;
;asskissing;;
;ass kissing;;
;ass kisser;;
;ballface;;
;barmy;;
;bastard;;
;bat shit crazy;;
;bellend;glans penis;
;brainless;;
;brotherfucker;;
;brotherfucking;;
;buttface;;
;buttmunch;;
;buttmuncher;;
;buttmuncher's;;
;buttmunchers;;
;buttmunchers';;
;buttmunching;;
;cockface;;
;cocksucker;;
;cocksucking;;
;cock sucking;;
;cousinfucker;;
;cousinfucking;;
;crappy;;
Daft Punk;daft;;
;dafts;;
;daft's;;
;dafts';;
;daft as a bush;;
;dead from the neck up;;
;deadshit;;
;dead shit;;
;dickass;;
;dick ass;;
;dickarse;;
;dickface;;
;dickhead;;
;dick head;;
;dipshit;;
;dip shit;;
;dumb;;
;dumbass;;
;dumbfuck;;
;dumbfucking;;
;flying piece of shit;;
;fuck;;
;fucks;;
;fuck's;;
;fucks';;
;fuuck;;
;fuuuck;;
;fuuuuck;;
;fucker;;
;fucka;;
;fuckah;;
;fuckface;;
;fuck face;;
;fuucking;;
;fuuucking;;
;fuuuucking;;
;fucktard;;
;git;;
;git's;;
;gits;;
;gits';;
;gobdaw;;
;idiot;;
;imbecill;;
;jerk;;
;jerk's;;
;jerks;;
;jerks';;
;jerkwad;;
;knob;;
;knob's;;
;knobs;;
;knobs';;
;knobhead;;
;knob head;;
;lazy sod;;
Biggest Loser;loser;;
;looser;;
;maggot;;
;mingeback;;
;minge back;;
;moron;;
;motherfucker;;
;mother fucker;;
;motherfucking;;
;mother fucking;;
;nutter;;
;piece of crap;;
;pieces of crap;;
;piece of shit;;
;pieces of shit;;
;pillock;;
;prat;;
;prat's;;
;prats;;
;prats';;
;prick;;
;shitface;;
;shit face;;
;shithead;;
;shit head;;
;skiver;passive;
;sod;;
;sod's;;
;sods;;
;sods';;
;son of a bitch;puppy;
;sons of bitches;puppies;
;sonovabitch;puppy;
;stupid;silly;
;sucker;gullible person;
;suckers;gullible people;
;tosser;;
twitter#Twitter;twit;silly;
;twit's;silly's;
;twits;sillies;
;twits';sillies';
;wanker;;
;wanking;;
;asswad;;
;fuck y'all;;
;fuck you;;
;fucktardedly;;
;fucktardedness;;
;tosspot;;
;turdlicker;;
;turd licker;;
;turdlicking;;
;walking mattress;;
;wankstain;;
;wank stain;;
;wench;;
;whore around;;
;whorefucker;;
;whore fucker;;
;whorefucking;;
;sluthead;;
;slut head;;
;sluthood;;
;slutness;;
;spacker;;
;scrap;;
;scummer;;
;sheeny;;
;sheepfucker;;
;sheepfucking;;
;shitmuncher;;
;shitmunching;;
;shitneck;;
;sisterfucker;;
;sisterfucking;;
;skullfucking;;
;skullfucker;;
;sky daddy;;
;street shitter;;
;streetshitting;;
;street shitting;;
;sweet cheeks;;
;mousefucker;;
;mouthfucker;;
;mousefucking;;
;mouthfucking;;
;mudda fucka;;
;muddafucka;;
;muddafucking;;
;pigass;;
;plyg;;
;promdi;;
;psychobitch;;
;puss out;;
;pussyfuck;;
;rabbitfuck;;
;handfuck;;
;horsefuck;;
;kidfuck;;
;ratfuck;;
;pussylick;;
;gaytard;;
;goatfuck;;
;gobshite;;
;KYS;;
;dogfuck;;
;doggess;;
;donkeyfuck;;
;duckfuck;;
;fatherfucker;;
;fatherfuck;;
;daughterfucker;;
;daughterfuck;;
;dickbag;;
;Dickboy;;
;dicksplat;;
;arsebreath;;
;arsebreathing;;
;asspie;;
;back-asswards;;
;beshit;;
;birdfuck;;
;boyfucker;;
;boyfuck;;
;bugfuck;;
;bulldagger;;
;camwhore;;
;celebutard;celebrity;
;child-fucker;;
;childfucker;;
;childfuck;;
;cockknock;;
;cockfag;;
;cockfucker;;
;corpsefuck;;
;cowfuck;;
;crip;;
;cum receptacle;;
;cuntful;;
;Cuntingham;;
;cuntlet;;
;cuntwhore;;
;cock-knock;;
;asshat;;
;degenerate;;
;buffoon;silly;
;evolutionary deadend;;
;inbred;;
;ass-munch;;
;fuckbadger;;
;fuckweasel;;
;assburger;on the autism spectrum;
;assburger's;on the autism spectrum;
;assburgers;on the autism spectrum;
;assburgers';on the autism spectrum;
;autie;on the autism spectrum;
;autie's;on the autism spectrum;
;auties;on the autism spectrum;
;auties';on the autism spectrum;
;aspie;on the autism spectrum;
;aspie's;on the autism spectrum;
;aspies;on the autism spectrum;
;aspies';on the autism spectrum;
;autist;on the autism spectrum;
;autist's;on the autism spectrum;
;autists;on the autism spectrum;
;autists';on the autism spectrum;
;autistic;on the autism spectrum;
;autistic's;on the autism spectrum;
;autistics;on the autism spectrum;
;autistics';on the autism spectrum;
;cretin;intellectually disabled person;
;cretin's;of the intellectually disabled;
;cretins;intellectually disabled people;
;cretins';of the intellectually disabled;
;cripple;person with a disability;
;cripple's;person's with a disability;
;cripples;people with disabilities;
;cripples';people's with disabilities;
;crippled;with a disability;
;derp;intellectually disabled person;
;derp's;of the intellectually disabled;
;derps;intellectually disabled people;
;derps';of the intellectually disabled;
;gork;person in vegetative state;
;gork's;person's in vegetative state;
;gorks;people in vegetative state;
;gorks';people's in vegetative state;
;maniac;person with mental illness;
;maniac's;person's with mental illness;
;maniacs;people with mental illness;
;maniacs';people's with mental illness;
;midget;person of short stature;
;midget's;of short statured;
;midgets;people of short stature;
;midgets';of the short statured;
;mogolism;Down syndrome;
;mongoloid;person with Down syndrome;
;mongoloid's;person's with Down syndrome;
;mongoloids;people with Down syndrome;
;mongoloids';people's with Down syndrome;
;psycho;person with mental illness;
;psycho's;person's with mental illness;
;psychos;people with mental illness;
;psychos';people's with mental illness;
;retard;intellectually disabled person;
;retards;intellectually disabled people;
;retards';of the intellectually disabled;
;retarded;intellectually disabled;
;schizo;person with schizophrenia;
;schizos;people with schizophrenia;
;spaz;person with mental illness;
;spaz's;person's with mental illness;
;spazzes;people with mental illness;
;spazzes';people's with mental illness;
;tard;intellectually disabled person;
;tard's;of the intellectually disabled;
;tards;intellectually disabled people;
;tards';of the intellectually disabled;
;demented;has dementia;
;senile;has dementia;
;loony;person with mental illness;
;loony's;person's with mental illness;
;loonies;people with mental illness;
;loonies';people's with mental illness;
;loony bin;person with mental illness;
;lunatic;person with mental illness;
;lunatic's;person's with mental illness;
;lunatics;people with mental illness;
;lunatics';people's with mental illness;
;mentally retarded;intellectually disabled;
;wheelchair bound;wheelchair user;
;birth defect;congenital disability;
;albino;person with albinism;
;albino's;person's with albinism;
;albinos;people with albinism;
;albinos';people's with albinism;
;wacko;person with mental illness;
;wacko's;person's with mental illness;
;wackos;people with mental illness;
;wackos';people's with mental illness;
;nuts;mental illness;
;insane;mental illness;
;anally inflicted death sentence;AIDS;
;basket case;person with mental illness;
;basket case's;person's with mental illness;
;basket cases;people with mental illness;
;basket cases';people's with mental illness;
;deaf and dumb;deaf person;
;deaf and dumbs;deaf people;
;deaf and dumbs';deaf people's;
;deaf-mute;deaf person;
;deaf-mutes;deaf people;
;deaf-mutes';deaf people's;
;lunatic asylum;psychiatric hospital;
;nuthouse;psychiatric hospital;
;schizophrenic;person with schizophrenia;
;schizy;person with schizophrenia;
;spazzer;intellectually disabled person;
;spazzer's;of the intellectually disabled;
;spazzers;intellectually disabled people;
;spazzers';of the intellectually disabled;
;sperg;on the autism spectrum;
;sperg's;on the autism spectrum;
;spergs;on the autism spectrum;
;spergs';on the autism spectrum;
;sperglord;on the autism spectrum;
;sperglord's;on the autism spectrum;
;sperglords;on the autism spectrum;
;sperglords';on the autism spectrum;
;spergy;on the autism spectrum;
;spergy's;on the autism spectrum;
;spergys;on the autism spectrum;
;spergies;on the autism spectrum;
;spergys';on the autism spectrum;
;spergies';on the autism spectrum;
;tard;intellectually disabled person;
;tard's;of the intellectually disabled;
;tards;intellectually disabled people;
;tards';of the intellectually disabled;
;tard guard;intellectually disabled person;
;tard guard's;of the intellectually disabled;
;tard guards;intellectually disabled people;
;tard guards';of the intellectually disabled;
;tardbrain;intellectually disabled person;
;tardbrain's;of the intellectually disabled;
;tardbrains;intellectually disabled people;
;tardbrains';of the intellectually disabled;
;tardface;intellectually disabled person;
;tardface's;of the intellectually disabled;
;tardfaces;intellectually disabled people;
;tardfaces';of the intellectually disabled;
;tardlet;intellectually disabled person;
;tardlet's;of the intellectually disabled;
;tardlets;intellectually disabled people;
;tardlets';of the intellectually disabled;
;window licker;intellectually disabled person;
;window licker's;of the intellectually disabled;
;window lickers;intellectually disabled people;
;window lickers';of the intellectually disabled;
;flipper baby;thalidomide baby;
;flipper baby's;thalidomide baby's;
;flipper babies;thalidomide babies;
;flipper babies';thalidomide babies';
;batty;person with mental illness;
;batty's;person's with mental illness;
;batties;people with mental illness;
;batties';people's with mental illness;
;deformed;;
;blow me;;
;eat shit;;
;fuck you;;
;fuck them;;
;fuck off;;
;go kill yourself;;
;go kill himself;;
;go kill herself;;
;go kill themselves;;
;go to hell;;
;goes to hell;;
;burn in hell;;
;burns in hell;;
;rot in hell;;
;rots in hell;;
;hate you;disagree with you;
;hate him;disagree with him;
;hate her;disagree with her;
;hate them;disagree with them;
;hope you die;;
;hope he dies;;
;hope she dies;;
;hope they die;;
;kill yourself;;
;piss off;;
;shoot yourself;;
;sod off;;
;you are shit;;
;you're shit;;
;he is shit;;
;he's shit;;
;she is shit;;
;she's shit;;
;sorry for your parents;;
;they are shit;;
;they're shit;;
;wish you were never born;;
;wish he was never born;;
;wish she was never born;;
;wish they were never born;;
;you are crap;;
;you're crap;;
;he is crap;;
;she is crap;;
;he's crap;;
;she's crap;;
;they're crap;;
;they are crap;;
;bite me;;
;get fucked;;
;got fucked;;
;get screwed;;
;got screwed;;
;go fuck yourself;;
;go fuck himself;;
;go fuck herself;;
;go fuck themselves;;
;go screw yourself;;
;suck my cock;;
;sucked my cock;;
;sucks my cock;;
;suck my dick;;
;sucked my dick;;
;sucks my dick;;
;nasty;unpleasant;
;shitfaced;drunk;
;damn you;;
;be damned;;
;damn him;;
;damn her;;
;damn them;;
;I hope you get murdered;;
;should be murdered;;
;I hope he gets murdered;;
;I hope she gets murdered;;
;I hope they get murdered;;
;should be shot;;
;I would like to shoot you;;
;I'd like to shoot you;;
;you big fat;;
;fucking pig;;
;fucking pigs;;
;you pig;;
;you are a pig;;
;you're a pig;;
;you pigs;;
;such a pig;;
;such pigs;;
;fucking giraffe;;
;you are a giraffe;;
;fucking giraffes;;
;you're a giraffe;;
;such a giraffe;;
;such giraffes;;
;you are a pansy;;
;you're a pansy;;
;fucking pansy;;
;fucking pansies;;
;such a pansy;;
;such pansies;;
;should be hanged;;
;should be lynched;;
;should be mobbed;;
;should be mugged;;
;should be raped;;
;should be robbed;;
;should be strung up;;
;should be hung;;
;should be knocked off;;
;should be bumped off;;
;should be slayed;;
;should be sexually assaulted;;
;should be assaulted;;
;should be date-raped;;
;should be gang-raped;;
;should be dateraped;;
;should be date raped;;
;should be gang raped;;
;should be gangraped;;
;should be gang banged;;
;should be gang-banged;;
;should be gangbanged;;
;should jump off a bridge;;
;should jump under;;
;should be drowned;;
;should be burned;;
;should be executed;;
;you should not exist;;
;you shouldn't exist;;
;he should not exist;;
;he shouldn't exist;;
;she should not exist;;
;she shouldn't exist;;
;they should not exist;;
;they shouldn't exist;;
;you should die;;
;he should die;;
;she should die;;
;they should die;;
;lock you up to die;;
;lock him up to die;;
;lock her up to die;;
;lock them up to die;;
;shut up;I need peace and quiet;
;shut the fuck up;I need peace and quiet;
;shut the f up;I need peace and quiet;
;fucking;;
;fuckin;;
;fuckin';;
;effing;;
;shut you up;;
;shut him up;;
;shut her up;;
;shut them up;;
;kill you for fun;;
;kill him for fun;;
;kill her for fun;;
;kill them for fun;;
;you are worthless;you matter;
;you're worthless;you matter;
;he is worthless;he matters;
;he's worthless;he matters;
;she is worthless;she matters;
;she's worthless;she matters;
;they are worthless;they matter;
;they're worthless;they matter;
;you are talentless;everyone has talents;
;you're talentless;everyone has talents;
;he is talentless;everyone has talents;
;he's talentless;everyone has talents;
;she is talentless;everyone has talents;
;she's talentless;everyone has talents;
;they are talentless;everyone has talents;
;they're talentless;everyone has talents;
;you are worth nothing;you matter;
;you're worth nothing;you matter;
;he is worth nothing;he matters;
;he's worth nothing;he matters;
;she is worth nothing;she matters;
;she's worth nothing;she matters;
;they are worth nothing;they matter;
;they're worth nothing;they matter;
;nobody's going to miss you;;
;nobody is going to miss you;;
;no one's going to miss you;;
;no one is going to miss you;;
;nobody will miss you;;
;no one will miss you;;
;no one'll miss you;;
;nobody's going to miss him;;
;nobody is going to miss him;;
;no one's going to miss him;;
;no one is going to miss him;;
;nobody will miss him;;
;no one will miss him;;
;no one'll miss him;;
;nobody's going to miss her;;
;nobody is going to miss her;;
;no one's going to miss her;;
;no one is going to miss her;;
;nobody will miss her;;
;no one will miss her;;
;no one'll miss her;;
;nobody's going to miss them;;
;nobody is going to miss them;;
;no one's going to miss them;;
;no one is going to miss them;;
;nobody will miss them;;
;no one will miss them;;
;no one'll miss them;;
;you are awful;;
;you're awful;;
;he is awful;;
;he's awful;;
;she is awful;;
;she's awful;;
;they are awful;;
;they're awful;;
;you are weak;;
;you're weak;;
;he is weak;;
;he's weak;;
;she is weak;;
;she's weak;;
;they are weak;;
;they're weak;;
;you are sick;;
;you're sick;;
;he is sick;;
;he's sick;;
;she is sick;;
;she's sick;;
;they are sick;;
;they're sick;;
;you are the worst;;
;you're the worst;;
;he is the worst;;
;he's the worst;;
;she is the worst;;
;she's the worst;;
;they are the worst;;
;they're the worst;;
;wish you die;;
;wish he dies;;
;wish she dies;;
;wish they die;;
;your are a pile of shit;;
;your're a pile of shit;;
;he's a pile of shit;;
;he is a pile of shit;;
;she's a pile of shit;;
;she is a pile of shit;;
;cocksucking;;
;cocksucker;;
;such a dick;;
;want to kill you;;
;want to kill him;;
;want to kill her;;
;want to kill them;;
;you are disgusting;;
;you're disgusting;;
;he's disgusting;;
;he is disgusting;;
;she's disgusting;;
;she is disgusting;;
;they are disgusting;;
;they're disgusting;;
;mongrel;;
;cum dumpster;;
;cum dumpsters;;
;cum dumpster's;;
;cum dumpsters';;
;douche;;
;douchiest;;
;douchier;;
;douchebag;;
;cock;rooster;
;cocks;roosters;
;cock's;rooster's;
;cocks';roosters';
;homo;gay person;
;homo's;gay person's;
;homos;gay people;
;homos';gay people's;
;lesbo;lesbian;
;guido;Italian American;
;Jap;Japanese;
;Japs;the Japanese;
;Jap's;of a Japanese person;
;Japs';of the Japanese people;
;ballsack;scrotum;
;ball sack;scrotum;
;cock-licking;;
;cock licking;;
;cock-sucking;;
;I'll shoot you;;
;will shoot you;;
;oughta be shot;;
;should get raped;;
;should get killed;;
;I'll shoot them;;
;shoot all;;
;you are a dick;;
;you're a dick;;
;is a dick;;
;he's a dick;;
;she's a dick;;
;are dicks;;
;they're dicks;;
;are pathetic;;
;you're pathetic;;
;is pathetic;;
;he's pathetic;;
;she's pathetic;;
;they're pathetic;;
;are meaningless;;
;you're meaningless;;
;he is meaningless;;
;she is meaningless;;
;he's meaningless;;
;she's meaningless;;
;they are meaningless;;
;they're meaningless;;
;fat whale;;
;pile of shit;;
;horse-faced;long-faced;
;assmunch;;
;asswipe;;
;should get raped;;
;gangraped;;
